taxonomy	Kingdom	Phylum	Class	Order	Family	Genus
ASV_1242	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_1243	Bacteria	Firmicutes	Desulfitobacteriia	Desulfitobacteriales	Desulfitobacteriaceae	Desulfosporosinus
ASV_1244	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidetes vadinHA17	NA
ASV_1245	Bacteria	Desulfobacterota	Syntrophia	Syntrophales	Syntrophaceae	Syntrophus
ASV_1246	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas
ASV_1247	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	NA
ASV_1248	Bacteria	Nitrospirota	Nitrospiria	Nitrospirales	Nitrospiraceae	Nitrospira
ASV_1249	Bacteria	Actinobacteriota	Coriobacteriia	OPB41	NA	NA
ASV_125	Bacteria	Chloroflexi	AD3	NA	NA	NA
ASV_1250	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Candidatus Nostocoida
ASV_1251	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
ASV_1252	Archaea	Halobacterota	Methanosarcinia	Methanosarciniales	Methanosarcinaceae	Methanosarcina
ASV_1253	Bacteria	Actinobacteriota	Coriobacteriia	OPB41	NA	NA
ASV_1254	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Candidatus Udaeobacter
ASV_1255	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter
ASV_1256	Bacteria	Firmicutes	Clostridia	NA	NA	NA
ASV_1257	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	NA
ASV_1258	Bacteria	Actinobacteriota	Acidimicrobiia	IMCC26256	NA	NA
ASV_1259	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	NA
ASV_126	Bacteria	Firmicutes	Bacilli	Alicyclobacillales	Alicyclobacillaceae	Alicyclobacillus
ASV_1260	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	NA
ASV_1261	Bacteria	Firmicutes	Syntrophomonadia	Syntrophomonadales	Syntrophomonadaceae	Syntrophomonas
ASV_1262	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidetes vadinHA17	NA
ASV_1263	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	NA	NA
ASV_1264	Bacteria	Actinobacteriota	MB-A2-108	NA	NA	NA
ASV_1265	Bacteria	Proteobacteria	Alphaproteobacteria	Micropepsales	Micropepsaceae	NA
ASV_1266	Bacteria	Firmicutes	Bacilli	Bacillales	Sporolactobacillaceae	Pullulanibacillus
ASV_1267	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	A21b	NA
ASV_1268	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Sporichthyaceae	Candidatus Planktophila
ASV_1269	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	NA	NA
ASV_127	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	NA	NA
ASV_1270	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidetes vadinHA17	NA
ASV_1271	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Dokdonella
ASV_1272	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Pasteurellaceae	Haemophilus
ASV_1273	Bacteria	Chloroflexi	P2-11E	NA	NA	NA
ASV_1274	Bacteria	Firmicutes	Clostridia	Oscillospirales	Hungateiclostridiaceae	NA
ASV_1275	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	Paludibacter
ASV_1276	Bacteria	Chloroflexi	KD4-96	NA	NA	NA
ASV_1277	Bacteria	Chloroflexi	TK10	NA	NA	NA
ASV_1278	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	A21b	NA
ASV_1279	Bacteria	Firmicutes	Desulfitobacteriia	Desulfitobacteriales	Desulfitobacteriaceae	Desulfosporosinus
ASV_128	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter
ASV_1280	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	NA
ASV_1281	Bacteria	Actinobacteriota	MB-A2-108	NA	NA	NA
ASV_1282	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	NA	NA
ASV_1283	Bacteria	Caldisericota	Caldisericia	Caldisericales	Caldisericaceae	Caldisericum
ASV_1284	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	BSV13
ASV_1285	Bacteria	Bacteroidota	Kryptonia	Kryptoniales	BSV26	NA
ASV_1286	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	TRA3-20	NA
ASV_1287	Bacteria	Acidobacteriota	Acidobacteriae	Subgroup 15	NA	NA
ASV_1288	Bacteria	RCP2-54	NA	NA	NA	NA
ASV_1289	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
ASV_129	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	NA
ASV_1290	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
ASV_1291	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	Paludibacter
ASV_1292	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter
ASV_1293	Bacteria	Acidobacteriota	Holophagae	Subgroup 7	NA	NA
ASV_1294	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	NA	NA
ASV_1295	Bacteria	Actinobacteriota	Acidimicrobiia	IMCC26256	NA	NA
ASV_1296	Bacteria	Chloroflexi	TK10	NA	NA	NA
ASV_1297	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella
ASV_1298	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA
ASV_1299	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	WCHB1-32
ASV_13	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
ASV_130	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	NA
ASV_1300	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ethanoligenenaceae	Incertae Sedis
ASV_1301	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Janthinobacterium
ASV_1302	Bacteria	Firmicutes	Clostridia	Oscillospirales	Hungateiclostridiaceae	Saccharofermentans
ASV_1303	Bacteria	Firmicutes	Clostridia	Clostridiales	Caloramatoraceae	Fonticella
ASV_1304	Bacteria	Chloroflexi	KD4-96	NA	NA	NA
ASV_1305	Bacteria	Firmicutes	Desulfitobacteriia	Desulfitobacteriales	Desulfitobacteriaceae	Desulfosporosinus
ASV_1306	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	NA	NA
ASV_1307	Bacteria	Chloroflexi	KD4-96	NA	NA	NA
ASV_1308	Bacteria	Chloroflexi	KD4-96	NA	NA	NA
ASV_1309	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Aeromicrobium
ASV_131	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	NA
ASV_1310	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_1311	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudolabrys
ASV_1312	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	NA
ASV_1313	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales Incertae Sedis	Bauldia
ASV_1314	Bacteria	Chloroflexi	KD4-96	NA	NA	NA
ASV_1315	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Sporomusaceae	NA
ASV_1316	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	IS-44
ASV_1317	Bacteria	Chloroflexi	OLB14	NA	NA	NA
ASV_1318	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_1319	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	NA	NA
ASV_132	Bacteria	Chloroflexi	P2-11E	NA	NA	NA
ASV_1320	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia
ASV_1321	Bacteria	Acidobacteriota	Holophagae	Subgroup 7	NA	NA
ASV_1322	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	NA
ASV_1323	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	TRA3-20	NA
ASV_1324	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	NA
ASV_1325	Bacteria	Firmicutes	Desulfitobacteriia	Desulfitobacteriales	Desulfitobacteriaceae	Desulfosporosinus
ASV_1326	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	NA
ASV_1327	Bacteria	Actinobacteriota	Coriobacteriia	OPB41	NA	NA
ASV_1328	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Rhodoferax
ASV_1329	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	NA	NA
ASV_133	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Parablastomonas
ASV_1330	Bacteria	Actinobacteriota	MB-A2-108	NA	NA	NA
ASV_1331	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	NA	NA
ASV_1332	Bacteria	Acidobacteriota	Holophagae	Subgroup 7	NA	NA
ASV_1333	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas
ASV_1334	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium sensu stricto 9
ASV_1335	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidetes vadinHA17	NA
ASV_1336	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas
ASV_1337	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	SC-I-84	NA
ASV_1338	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA
ASV_1339	Bacteria	Actinobacteriota	RBG-16-55-12	NA	NA	NA
ASV_134	Bacteria	Desulfobacterota	Desulfobaccia	Desulfobaccales	Desulfobaccaceae	Desulfobacca
ASV_1340	Bacteria	Acidobacteriota	Holophagae	Subgroup 7	NA	NA
ASV_1341	Bacteria	Firmicutes	Clostridia	Oscillospirales	Hungateiclostridiaceae	NA
ASV_1342	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	NA	NA
ASV_1343	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	GOUTA6
ASV_1344	Bacteria	Firmicutes	Clostridia	Caldicoprobacterales	Caldicoprobacteraceae	Caldicoprobacter
ASV_1345	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Parafrigoribacterium
ASV_1346	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_1347	Bacteria	Firmicutes	Desulfitobacteriia	Desulfitobacteriales	Desulfitobacteriaceae	Desulfosporosinus
ASV_1348	Bacteria	Bacteroidota	Ignavibacteria	Ignavibacteriales	NA	NA
ASV_1349	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	NA	NA
ASV_135	Archaea	Crenarchaeota	Bathyarchaeia	NA	NA	NA
ASV_1350	Bacteria	Chloroflexi	KD4-96	NA	NA	NA
ASV_1351	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	NA
ASV_1352	Bacteria	Chloroflexi	P2-11E	NA	NA	NA
ASV_1353	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Cohnella
ASV_1354	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	BSV13
ASV_1355	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	NA
ASV_1356	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas
ASV_1357	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	NA	NA
ASV_1358	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	NA	NA
ASV_1359	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter
ASV_136	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	CPla-3 termite group	NA
ASV_1360	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	NA	NA
ASV_1361	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	NA	NA
ASV_1362	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Bradyrhizobium
ASV_1363	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	NA
ASV_1364	Bacteria	Chloroflexi	Ktedonobacteria	C0119	NA	NA
ASV_1365	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus
ASV_1366	Bacteria	Caldisericota	Caldisericia	Caldisericales	Caldisericaceae	Caldisericum
ASV_1367	Bacteria	Acidobacteriota	Holophagae	Subgroup 7	NA	NA
ASV_1368	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	NA
ASV_1369	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella
ASV_137	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	NA
ASV_1370	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium sensu stricto 12
ASV_1371	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	NA	NA
ASV_1372	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	NA	NA
ASV_1373	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas
ASV_1374	Bacteria	Chloroflexi	SHA-26	NA	NA	NA
ASV_1375	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
ASV_1376	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	BSV13
ASV_1377	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella
ASV_1378	Bacteria	Acidobacteriota	Holophagae	Subgroup 7	NA	NA
ASV_1379	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
ASV_138	Bacteria	Acidobacteriota	Blastocatellia	Pyrinomonadales	Pyrinomonadaceae	RB41
ASV_1380	Bacteria	Chloroflexi	KD4-96	NA	NA	NA
ASV_1381	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Candidatus Udaeobacter
ASV_1382	Bacteria	Actinobacteriota	Acidimicrobiia	IMCC26256	NA	NA
ASV_1383	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	Ellin516
ASV_1384	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Intrasporangiaceae	Oryzihumus
ASV_1385	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Porphyrobacter
ASV_1386	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium sensu stricto 1
ASV_1387	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Vulcaniibacterium
ASV_1388	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Ferruginibacter
ASV_1389	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	NA	NA
ASV_139	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia
ASV_1390	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Marisediminicola
ASV_1391	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	env.OPS 17	NA
ASV_1392	Bacteria	Caldisericota	Caldisericia	Caldisericales	Caldisericaceae	Caldisericum
ASV_1393	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas
ASV_1394	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Sulfuricellaceae	Sulfuricella
ASV_1395	Bacteria	Firmicutes	Clostridia	Oscillospirales	Hungateiclostridiaceae	Saccharofermentans
ASV_1396	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Candidatus Udaeobacter
ASV_1397	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	NA	NA
ASV_1398	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	NA	NA
ASV_1399	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus
ASV_14	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus
ASV_140	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium sensu stricto 9
ASV_1400	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus
ASV_1401	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	NA	NA
ASV_1402	Bacteria	Firmicutes	Bacilli	Alicyclobacillales	Alicyclobacillaceae	Alicyclobacillus
ASV_1403	Bacteria	Chloroflexi	KD4-96	NA	NA	NA
ASV_1404	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter
ASV_1405	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter
ASV_1406	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	NA
ASV_1407	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	NA
ASV_1408	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	NA	NA
ASV_1409	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Xylophilus
ASV_141	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	Paludibacter
ASV_1410	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Candidatus Udaeobacter
ASV_1411	Bacteria	Desulfobacterota	Desulfuromonadia	Geobacterales	Geobacteraceae	Geobacter
ASV_1412	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Duganella
ASV_1413	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	NA
ASV_1414	Bacteria	Firmicutes	Bacilli	Alicyclobacillales	Alicyclobacillaceae	Alicyclobacillus
ASV_1415	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides
ASV_1416	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	NA	NA
ASV_1417	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Pasteurellaceae	Haemophilus
ASV_1418	Bacteria	NA	NA	NA	NA	NA
ASV_1419	Bacteria	Proteobacteria	Alphaproteobacteria	Micropepsales	Micropepsaceae	NA
ASV_142	Bacteria	RCP2-54	NA	NA	NA	NA
ASV_1420	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	MND1
ASV_1421	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Rhodovastum
ASV_1422	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	NA
ASV_1423	Bacteria	Firmicutes	Clostridia	Oscillospirales	Hungateiclostridiaceae	Ercella
ASV_1424	Bacteria	Firmicutes	Syntrophomonadia	Syntrophomonadales	Syntrophomonadaceae	Syntrophomonas
ASV_1425	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	NA
ASV_1426	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter
ASV_1427	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_1428	Bacteria	Chloroflexi	KD4-96	NA	NA	NA
ASV_1429	Bacteria	Actinobacteriota	Coriobacteriia	OPB41	NA	NA
ASV_143	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	NA	NA
ASV_1430	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella
ASV_1431	Archaea	Crenarchaeota	Bathyarchaeia	NA	NA	NA
ASV_1432	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	NA
ASV_1433	Bacteria	Firmicutes	Bacilli	Alicyclobacillales	Alicyclobacillaceae	Alicyclobacillus
ASV_1434	Bacteria	Firmicutes	Bacilli	Thermoactinomycetales	Thermoactinomycetaceae	Thermoactinomyces
ASV_1435	Bacteria	Verrucomicrobiota	Verrucomicrobiae	S-BQ2-57 soil group	NA	NA
ASV_1436	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	Ellin6067
ASV_1437	Bacteria	Actinobacteriota	Coriobacteriia	OPB41	NA	NA
ASV_1438	Bacteria	Firmicutes	Bacilli	Alicyclobacillales	Alicyclobacillaceae	Tumebacillus
ASV_1439	Bacteria	Firmicutes	Syntrophomonadia	Syntrophomonadales	Syntrophomonadaceae	Syntrophomonas
ASV_144	Bacteria	Chloroflexi	JG30-KF-CM66	NA	NA	NA
ASV_1440	Bacteria	Desulfobacterota	Desulfuromonadia	Geobacterales	Geobacteraceae	Citrifermentans
ASV_1441	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium
ASV_1442	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium sensu stricto 12
ASV_1443	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
ASV_1444	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia-Caballeronia-Paraburkholderia
ASV_1445	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methyloligellaceae	NA
ASV_1446	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	NA	NA
ASV_1447	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter
ASV_1448	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA
ASV_1449	Bacteria	Caldisericota	Caldisericia	Caldisericales	Caldisericaceae	Caldisericum
ASV_145	Bacteria	Desulfobacterota	Desulfobaccia	Desulfobaccales	Desulfobaccaceae	Desulfobacca
ASV_1450	Bacteria	Chloroflexi	Anaerolineae	NA	NA	NA
ASV_1451	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	NA	NA
ASV_1452	Bacteria	Chloroflexi	KD4-96	NA	NA	NA
ASV_1453	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	NA	NA
ASV_1454	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	NA
ASV_1455	Bacteria	Firmicutes	Bacilli	Alicyclobacillales	Alicyclobacillaceae	NA
ASV_1456	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Polaromonas
ASV_1457	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus
ASV_1458	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	NA
ASV_1459	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Pseudoalteromonadaceae	Pseudoalteromonas
ASV_146	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	BSV13
ASV_1460	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudolabrys
ASV_1461	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	NA	NA
ASV_1462	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA
ASV_1463	Bacteria	Firmicutes	Clostridia	Oscillospirales	Hungateiclostridiaceae	NA
ASV_1464	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	SC-I-84	NA
ASV_1465	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	NA
ASV_1466	Bacteria	Chloroflexi	SHA-26	NA	NA	NA
ASV_1467	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	67-14	NA
ASV_1468	Bacteria	Acidobacteriota	Blastocatellia	24-Nov	NA	NA
ASV_1469	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium sensu stricto 12
ASV_147	Bacteria	Acidobacteriota	Acidobacteriae	Paludibaculum	NA	NA
ASV_1470	Bacteria	Firmicutes	Bacilli	Alicyclobacillales	Alicyclobacillaceae	Tumebacillus
ASV_1471	Bacteria	Firmicutes	Clostridia	Oscillospirales	Hungateiclostridiaceae	Ercella
ASV_1472	Bacteria	Proteobacteria	Alphaproteobacteria	Paracaedibacterales	Paracaedibacteraceae	Candidatus Paracaedibacter
ASV_1473	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	alphaI cluster
ASV_1474	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter
ASV_1475	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Microscillaceae	OLB12
ASV_1476	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	BSV13
ASV_1477	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	NA
ASV_1478	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	NA	NA
ASV_1479	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Singulisphaera
ASV_148	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium
ASV_1480	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Undibacterium
ASV_1481	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylomonadaceae	Methylobacter
ASV_1482	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Terrimonas
ASV_1483	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	BSV13
ASV_1484	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutaceae	Opitutus
ASV_1485	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	NA	NA
ASV_1486	Bacteria	Firmicutes	Clostridia	Oscillospirales	Hungateiclostridiaceae	NA
